task_id,topic_id,task_type,instruction,prompt,correct_answer,accepted_answers,error_explanation,status
indef_0069,indefinidos,fix_error,Исправь ошибку,Corrige: No hago nadie los domingos.,No hago nada los domingos.,No hago nada los domingos.,Используй правильное неопределённое слово.,active
indef_0070,indefinidos,fix_error,Исправь ошибку,Corrige: nadie he estado en Chile.,Nunca he estado en Chile.,Nunca he estado en Chile.,Используй правильное неопределённое слово.,active
indef_0071,indefinidos,fix_error,Исправь ошибку,Corrige: Él nadie llega tarde.,Él jamás llega tarde.,Él jamás llega tarde.,Используй правильное неопределённое слово.,active
indef_0072,indefinidos,fix_error,Исправь ошибку,Corrige: nadie niño recibió un regalo.,Cada niño recibió un regalo.,Cada niño recibió un regalo.,Используй правильное неопределённое слово.,active
indef_0073,indefinidos,fix_error,Исправь ошибку,Corrige: No vino nadie invitado.,No vino ningún invitado.,No vino ningún invitado.,Используй правильное неопределённое слово.,active
indef_0074,indefinidos,fix_error,Исправь ошибку,Corrige: ¿Hay nadie pregunta?,¿Hay alguna pregunta?,¿Hay alguna pregunta?,Используй правильное неопределённое слово.,active
indef_0075,indefinidos,fix_error,Исправь ошибку,Corrige: nadie puede ayudarte.,Alguien puede ayudarte.,Alguien puede ayudarte.,Используй правильное неопределённое слово.,active
indef_0076,indefinidos,translation,Переведи на испанский,Некоторые студенты сдали экзамен.,Algunos estudiantes aprobaron el examen.,Algunos estudiantes aprobaron el examen.,,active
indef_0077,indefinidos,translation,Переведи на испанский,Нет никакой проблемы.,No hay ningún problema.,No hay ningún problema.,,active
indef_0078,indefinidos,translation,Переведи на испанский,Здесь есть кто-нибудь?,¿Hay alguien aquí?,¿Hay alguien aquí?,,active
indef_0079,indefinidos,translation,Переведи на испанский,Я никого не вижу.,No veo a nadie.,No veo a nadie.,,active
indef_0080,indefinidos,translation,Переведи на испанский,Я хочу что-нибудь поесть.,Quiero algo de comer.,Quiero algo de comer.,,active
indef_0081,indefinidos,translation,Переведи на испанский,Мне нечего сказать.,No tengo nada que decir.,No tengo nada que decir.,,active
indef_0082,indefinidos,translation,Переведи на испанский,Каждый день я изучаю испанский.,Cada día estudio español.,Cada día estudio español.,,active
indef_0083,indefinidos,translation,Переведи на испанский,Мне нужна другая книга.,Necesito otro libro.,Necesito otro libro.,,active
indef_0084,indefinidos,translation,Переведи на испанский,Все ученики пришли.,Todos los alumnos llegaron.,Todos los alumnos llegaron.,,active
indef_0085,indefinidos,translation,Переведи на испанский,Я никогда не хожу в кино по понедельникам.,Nunca voy al cine los lunes.,Nunca voy al cine los lunes.,,active
indef_0086,indefinidos,translation,Переведи на испанский,Она никогда не курит.,Ella jamás fuma.,Ella jamás fuma.,,active
indef_0087,indefinidos,translation,Переведи на испанский,Любой человек может выучить испанский.,Cualquier persona puede aprender español.,Cualquier persona puede aprender español.,,active
indef_0088,indefinidos,translation,Переведи на испанский,Я никого здесь не знаю.,No conozco a nadie aquí.,No conozco a nadie aquí.,,active
indef_0089,indefinidos,translation,Переведи на испанский,Ты хочешь что-нибудь ещё?,¿Quieres algo más?,¿Quieres algo más?,,active
indef_0090,indefinidos,translation,Переведи на испанский,Не осталось никакого кофе.,No queda ningún café.,No queda ningún café.,,active
indef_0091,indefinidos,translation,Переведи на испанский,Некоторые друзья живут в Мадриде.,Algunos amigos viven en Madrid.,Algunos amigos viven en Madrid.,,active
indef_0092,indefinidos,translation,Переведи на испанский,Я бегаю каждый день.,Corro todos los días.,Corro todos los días.,,active
indef_0093,indefinidos,translation,Переведи на испанский,Я купил другую футболку.,Compré otra camiseta.,Compré otra camiseta.,,active
indef_0094,indefinidos,translation,Переведи на испанский,Я ничего не делаю по воскресеньям.,No hago nada los domingos.,No hago nada los domingos.,,active
indef_0095,indefinidos,translation,Переведи на испанский,Я никогда не был в Чили.,Nunca he estado en Chile.,Nunca he estado en Chile.,,active
indef_0096,indefinidos,translation,Переведи на испанский,Он никогда не опаздывает.,Él jamás llega tarde.,Él jamás llega tarde.,,active
indef_0097,indefinidos,translation,Переведи на испанский,Каждый ребёнок получил подарок.,Cada niño recibió un regalo.,Cada niño recibió un regalo.,,active
indef_0098,indefinidos,translation,Переведи на испанский,Не пришёл ни один гость.,No vino ningún invitado.,No vino ningún invitado.,,active
indef_0099,indefinidos,translation,Переведи на испанский,Есть какой-нибудь вопрос?,¿Hay alguna pregunta?,¿Hay alguna pregunta?,,active
indef_0100,indefinidos,translation,Переведи на испанский,Кто-нибудь может тебе помочь.,Alguien puede ayudarte.,Alguien puede ayudarte.,,active
gustar_0001,gustar_group,multiple_choice,Выбери правильный вариант,A mí ___ el café.,me gusta,me gusta,Ед. число.,active
gustar_0002,gustar_group,multiple_choice,Выбери правильный вариант,A ti ___ los libros.,te gustan,te gustan,Мн. число.,active
gustar_0003,gustar_group,multiple_choice,Выбери правильный вариант,A ella ___ bailar.,le gusta,le gusta,Инфинитив.,active
gustar_0004,gustar_group,multiple_choice,Выбери правильный вариант,A nosotros ___ las películas.,nos gustan,nos gustan,Мн. число.,active
gustar_0005,gustar_group,multiple_choice,Выбери правильный вариант,A vosotros ___ viajar.,os gusta,os gusta,Инфинитив.,active
gustar_0006,gustar_group,multiple_choice,Выбери правильный вариант,A ellos ___ la música.,les gusta,les gusta,Ед. число.,active
gustar_0007,gustar_group,multiple_choice,Выбери правильный вариант,A mí ___ los perros.,me gustan,me gustan,Мн. число.,active
gustar_0008,gustar_group,multiple_choice,Выбери правильный вариант,A ti ___ cocinar.,te gusta,te gusta,Инфинитив.,active
gustar_0009,gustar_group,multiple_choice,Выбери правильный вариант,A Juan ___ el tenis.,le gusta,le gusta,Juan→le.,active
gustar_0010,gustar_group,multiple_choice,Выбери правильный вариант,A Ana y Marta ___ leer.,les gusta,les gusta,Им нравится читать.,active
gustar_0011,gustar_group,multiple_choice,Выбери правильный вариант,¿___ gusta este coche?,Te,Te,te gusta.,active
gustar_0012,gustar_group,multiple_choice,Выбери правильный вариант,A nosotros no ___ el frío.,nos gusta,nos gusta,,active
gustar_0013,gustar_group,multiple_choice,Выбери правильный вариант,A vosotros no ___ las matemáticas.,os gustan,os gustan,,active
gustar_0014,gustar_group,multiple_choice,Выбери правильный вариант,A mí mucho ___ viajar.,me gusta,me gusta,,active
gustar_0015,gustar_group,multiple_choice,Выбери правильный вариант,A Pedro ___ los gatos.,le gustan,le gustan,,active
gustar_0016,gustar_group,multiple_choice,Выбери правильный вариант,A mis padres ___ la playa.,les gusta,les gusta,,active
gustar_0017,gustar_group,multiple_choice,Выбери правильный вариант,A ti ___ estas fotos.,te gustan,te gustan,,active
gustar_0018,gustar_group,multiple_choice,Выбери правильный вариант,A ella no ___ cocinar.,le gusta,le gusta,,active
gustar_0019,gustar_group,multiple_choice,Выбери правильный вариант,A nosotros ___ el chocolate.,nos gusta,nos gusta,,active
gustar_0020,gustar_group,multiple_choice,Выбери правильный вариант,A vosotros ___ los deportes.,os gustan,os gustan,,active
gustar_0021,gustar_group,multiple_choice,Выбери правильный вариант,A ellos ___ estudiar.,les gusta,les gusta,,active
gustar_0022,gustar_group,multiple_choice,Выбери правильный вариант,A mí ___ esta canción.,me gusta,me gusta,,active
gustar_0023,gustar_group,multiple_choice,Выбери правильный вариант,A ti ___ las montañas.,te gustan,te gustan,,active
gustar_0024,gustar_group,multiple_choice,Выбери правильный вариант,A Laura ___ el cine.,le gusta,le gusta,,active
gustar_0025,gustar_group,multiple_choice,Выбери правильный вариант,A ustedes ___ viajar.,les gusta,les gusta,,active
gustar_0026,gustar_group,fill_form,Вставь правильную форму,A mí _____ el café.,me gusta,me gusta,Ед. число.,active
gustar_0027,gustar_group,fill_form,Вставь правильную форму,A ti _____ los libros.,te gustan,te gustan,Мн. число.,active
gustar_0028,gustar_group,fill_form,Вставь правильную форму,A ella _____ bailar.,le gusta,le gusta,Инфинитив.,active
gustar_0029,gustar_group,fill_form,Вставь правильную форму,A nosotros _____ las películas.,nos gustan,nos gustan,Мн. число.,active
gustar_0030,gustar_group,fill_form,Вставь правильную форму,A vosotros _____ viajar.,os gusta,os gusta,Инфинитив.,active
gustar_0031,gustar_group,fill_form,Вставь правильную форму,A ellos _____ la música.,les gusta,les gusta,Ед. число.,active
gustar_0032,gustar_group,fill_form,Вставь правильную форму,A mí _____ los perros.,me gustan,me gustan,Мн. число.,active
gustar_0033,gustar_group,fill_form,Вставь правильную форму,A ti _____ cocinar.,te gusta,te gusta,Инфинитив.,active
gustar_0034,gustar_group,fill_form,Вставь правильную форму,A Juan _____ el tenis.,le gusta,le gusta,Juan→le.,active
gustar_0035,gustar_group,fill_form,Вставь правильную форму,A Ana y Marta _____ leer.,les gusta,les gusta,Им нравится читать.,active
gustar_0036,gustar_group,fill_form,Вставь правильную форму,¿_____ gusta este coche?,Te,Te,te gusta.,active
gustar_0037,gustar_group,fill_form,Вставь правильную форму,A nosotros no _____ el frío.,nos gusta,nos gusta,,active
gustar_0038,gustar_group,fill_form,Вставь правильную форму,A vosotros no _____ las matemáticas.,os gustan,os gustan,,active
gustar_0039,gustar_group,fill_form,Вставь правильную форму,A mí mucho _____ viajar.,me gusta,me gusta,,active
gustar_0040,gustar_group,fill_form,Вставь правильную форму,A Pedro _____ los gatos.,le gustan,le gustan,,active
gustar_0041,gustar_group,fill_form,Вставь правильную форму,A mis padres _____ la playa.,les gusta,les gusta,,active
gustar_0042,gustar_group,fill_form,Вставь правильную форму,A ti _____ estas fotos.,te gustan,te gustan,,active
gustar_0043,gustar_group,fill_form,Вставь правильную форму,A ella no _____ cocinar.,le gusta,le gusta,,active
gustar_0044,gustar_group,fill_form,Вставь правильную форму,A nosotros _____ el chocolate.,nos gusta,nos gusta,,active
gustar_0045,gustar_group,fill_form,Вставь правильную форму,A vosotros _____ los deportes.,os gustan,os gustan,,active
gustar_0046,gustar_group,fill_form,Вставь правильную форму,A ellos _____ estudiar.,les gusta,les gusta,,active
gustar_0047,gustar_group,fill_form,Вставь правильную форму,A mí _____ esta canción.,me gusta,me gusta,,active
gustar_0048,gustar_group,fill_form,Вставь правильную форму,A ti _____ las montañas.,te gustan,te gustan,,active
gustar_0049,gustar_group,fill_form,Вставь правильную форму,A Laura _____ el cine.,le gusta,le gusta,,active
gustar_0050,gustar_group,fill_form,Вставь правильную форму,A ustedes _____ viajar.,les gusta,les gusta,,active
gustar_0051,gustar_group,fix_error,Исправь ошибку,Corrige: A mí me gustan el café.,A mí me gusta el café.,A mí me gusta el café.,Согласование gusta/gustan и местоимения.,active
gustar_0052,gustar_group,fix_error,Исправь ошибку,Corrige: A ti te gusta los libros.,A ti te gustan los libros.,A ti te gustan los libros.,Согласование gusta/gustan и местоимения.,active
gustar_0053,gustar_group,fix_error,Исправь ошибку,Corrige: A ella le gustan bailar.,A ella le gusta bailar.,A ella le gusta bailar.,Согласование gusta/gustan и местоимения.,active
gustar_0054,gustar_group,fix_error,Исправь ошибку,Corrige: A nosotros nos gusta las películas.,A nosotros nos gustan las películas.,A nosotros nos gustan las películas.,Согласование gusta/gustan и местоимения.,active
gustar_0055,gustar_group,fix_error,Исправь ошибку,Corrige: A vosotros os gustan viajar.,A vosotros os gusta viajar.,A vosotros os gusta viajar.,Согласование gusta/gustan и местоимения.,active
gustar_0056,gustar_group,fix_error,Исправь ошибку,Corrige: A ellos les gustan la música.,A ellos les gusta la música.,A ellos les gusta la música.,Согласование gusta/gustan и местоимения.,active
gustar_0057,gustar_group,fix_error,Исправь ошибку,Corrige: A mí me gusta los perros.,A mí me gustan los perros.,A mí me gustan los perros.,Согласование gusta/gustan и местоимения.,active
gustar_0058,gustar_group,fix_error,Исправь ошибку,Corrige: A ti te gustan cocinar.,A ti te gusta cocinar.,A ti te gusta cocinar.,Согласование gusta/gustan и местоимения.,active
gustar_0059,gustar_group,fix_error,Исправь ошибку,Corrige: A Juan le gustan el tenis.,A Juan le gusta el tenis.,A Juan le gusta el tenis.,Согласование gusta/gustan и местоимения.,active
gustar_0060,gustar_group,fix_error,Исправь ошибку,Corrige: A Ana y Marta les gustan leer.,A Ana y Marta les gusta leer.,A Ana y Marta les gusta leer.,Согласование gusta/gustan и местоимения.,active
gustar_0061,gustar_group,fix_error,Исправь ошибку,Corrige: ¿Te gusta este coche?,¿Te gusta este coche?,¿Te gusta este coche?,Согласование gusta/gustan и местоимения.,active
gustar_0062,gustar_group,fix_error,Исправь ошибку,Corrige: A nosotros no nos gustan el frío.,A nosotros no nos gusta el frío.,A nosotros no nos gusta el frío.,Согласование gusta/gustan и местоимения.,active
gustar_0063,gustar_group,fix_error,Исправь ошибку,Corrige: A vosotros no os gusta las matemáticas.,A vosotros no os gustan las matemáticas.,A vosotros no os gustan las matemáticas.,Согласование gusta/gustan и местоимения.,active
gustar_0064,gustar_group,fix_error,Исправь ошибку,Corrige: A mí mucho me gustan viajar.,A mí mucho me gusta viajar.,A mí mucho me gusta viajar.,Согласование gusta/gustan и местоимения.,active
gustar_0065,gustar_group,fix_error,Исправь ошибку,Corrige: A Pedro le gusta los gatos.,A Pedro le gustan los gatos.,A Pedro le gustan los gatos.,Согласование gusta/gustan и местоимения.,active
gustar_0066,gustar_group,fix_error,Исправь ошибку,Corrige: A mis padres les gustan la playa.,A mis padres les gusta la playa.,A mis padres les gusta la playa.,Согласование gusta/gustan и местоимения.,active
gustar_0067,gustar_group,fix_error,Исправь ошибку,Corrige: A ti te gusta estas fotos.,A ti te gustan estas fotos.,A ti te gustan estas fotos.,Согласование gusta/gustan и местоимения.,active
gustar_0068,gustar_group,fix_error,Исправь ошибку,Corrige: A ella no le gustan cocinar.,A ella no le gusta cocinar.,A ella no le gusta cocinar.,Согласование gusta/gustan и местоимения.,active
gustar_0069,gustar_group,fix_error,Исправь ошибку,Corrige: A nosotros nos gustan el chocolate.,A nosotros nos gusta el chocolate.,A nosotros nos gusta el chocolate.,Согласование gusta/gustan и местоимения.,active
gustar_0070,gustar_group,fix_error,Исправь ошибку,Corrige: A vosotros os gusta los deportes.,A vosotros os gustan los deportes.,A vosotros os gustan los deportes.,Согласование gusta/gustan и местоимения.,active
gustar_0071,gustar_group,fix_error,Исправь ошибку,Corrige: A ellos les gustan estudiar.,A ellos les gusta estudiar.,A ellos les gusta estudiar.,Согласование gusta/gustan и местоимения.,active
gustar_0072,gustar_group,fix_error,Исправь ошибку,Corrige: A mí me gustan esta canción.,A mí me gusta esta canción.,A mí me gusta esta canción.,Согласование gusta/gustan и местоимения.,active
gustar_0073,gustar_group,fix_error,Исправь ошибку,Corrige: A ti te gusta las montañas.,A ti te gustan las montañas.,A ti te gustan las montañas.,Согласование gusta/gustan и местоимения.,active
gustar_0074,gustar_group,fix_error,Исправь ошибку,Corrige: A Laura le gustan el cine.,A Laura le gusta el cine.,A Laura le gusta el cine.,Согласование gusta/gustan и местоимения.,active
gustar_0075,gustar_group,fix_error,Исправь ошибку,Corrige: A ustedes les gustan viajar.,A ustedes les gusta viajar.,A ustedes les gusta viajar.,Согласование gusta/gustan и местоимения.,active
gustar_0076,gustar_group,translation,Переведи на испанский,Мне нравится кофе.,Me gusta el café.,Me gusta el café.,Конструкция gustar.,active
gustar_0077,gustar_group,translation,Переведи на испанский,Тебе нравятся книги.,Te gustan los libros.,Te gustan los libros.,Конструкция gustar.,active
gustar_0078,gustar_group,translation,Переведи на испанский,Ей нравится танцевать.,Le gusta bailar.,Le gusta bailar.,Конструкция gustar.,active
gustar_0079,gustar_group,translation,Переведи на испанский,Нам нравятся фильмы.,Nos gustan las películas.,Nos gustan las películas.,Конструкция gustar.,active
gustar_0080,gustar_group,translation,Переведи на испанский,Вам нравится путешествовать. (vosotros),Os gusta viajar.,Os gusta viajar.,Конструкция gustar.,active
gustar_0081,gustar_group,translation,Переведи на испанский,Им нравится музыка.,Les gusta la música.,Les gusta la música.,Конструкция gustar.,active
gustar_0082,gustar_group,translation,Переведи на испанский,Мне нравятся собаки.,Me gustan los perros.,Me gustan los perros.,Конструкция gustar.,active
gustar_0083,gustar_group,translation,Переведи на испанский,Тебе нравится готовить.,Te gusta cocinar.,Te gusta cocinar.,Конструкция gustar.,active
gustar_0084,gustar_group,translation,Переведи на испанский,Хуану нравится теннис.,A Juan le gusta el tenis.,A Juan le gusta el tenis.,Конструкция gustar.,active
gustar_0085,gustar_group,translation,Переведи на испанский,Ане и Марте нравится читать.,A Ana y Marta les gusta leer.,A Ana y Marta les gusta leer.,Конструкция gustar.,active
gustar_0086,gustar_group,translation,Переведи на испанский,Нам не нравится холод.,No nos gusta el frío.,No nos gusta el frío.,Конструкция gustar.,active
gustar_0087,gustar_group,translation,Переведи на испанский,Вам не нравится математика.,No os gustan las matemáticas.,No os gustan las matemáticas.,Конструкция gustar.,active
gustar_0088,gustar_group,translation,Переведи на испанский,Мне очень нравится путешествовать.,Me gusta mucho viajar.,Me gusta mucho viajar.,Конструкция gustar.,active
gustar_0089,gustar_group,translation,Переведи на испанский,Педро нравятся кошки.,A Pedro le gustan los gatos.,A Pedro le gustan los gatos.,Конструкция gustar.,active
gustar_0090,gustar_group,translation,Переведи на испанский,Моим родителям нравится пляж.,A mis padres les gusta la playa.,A mis padres les gusta la playa.,Конструкция gustar.,active
gustar_0091,gustar_group,translation,Переведи на испанский,Тебе нравятся эти фотографии.,Te gustan estas fotos.,Te gustan estas fotos.,Конструкция gustar.,active
gustar_0092,gustar_group,translation,Переведи на испанский,Ей не нравится готовить.,No le gusta cocinar.,No le gusta cocinar.,Конструкция gustar.,active
gustar_0093,gustar_group,translation,Переведи на испанский,Нам нравится шоколад.,Nos gusta el chocolate.,Nos gusta el chocolate.,Конструкция gustar.,active
gustar_0094,gustar_group,translation,Переведи на испанский,Вам нравятся виды спорта.,Os gustan los deportes.,Os gustan los deportes.,Конструкция gustar.,active
gustar_0095,gustar_group,translation,Переведи на испанский,Им нравится учиться.,Les gusta estudiar.,Les gusta estudiar.,Конструкция gustar.,active
gustar_0096,gustar_group,translation,Переведи на испанский,Мне нравится эта песня.,Me gusta esta canción.,Me gusta esta canción.,Конструкция gustar.,active
gustar_0097,gustar_group,translation,Переведи на испанский,Тебе нравятся горы.,Te gustan las montañas.,Te gustan las montañas.,Конструкция gustar.,active
gustar_0098,gustar_group,translation,Переведи на испанский,Лауре нравится кино.,A Laura le gusta el cine.,A Laura le gusta el cine.,Конструкция gustar.,active
gustar_0099,gustar_group,translation,Переведи на испанский,Вам нравится путешествовать. (ustedes),Les gusta viajar.,Les gusta viajar.,Конструкция gustar.,active
gustar_0100,gustar_group,translation,Переведи на испанский,Им очень нравятся дети.,Les gustan mucho los niños.,Les gustan mucho los niños.,Конструкция gustar.,active
demonstrativos_0001,demonstrativos,multiple_choice,Выбери правильный вариант,"_____ libro es mío (рядом со мной).
Варианты: Este / Ese / Aquel / Estos",Este,Este,Используйте este/ese/aquel в зависимости от расстояния.,active
demonstrativos_0002,demonstrativos,multiple_choice,Выбери правильный вариант,"_____ casa está allí, en la montaña.
Варианты: Esta / Esa / Aquella / Estas",Aquella,Aquella,Используйте este/ese/aquel в зависимости от расстояния.,active
demonstrativos_0003,demonstrativos,multiple_choice,Выбери правильный вариант,"Quiero _____ zapatos (рядом с тобой).
Варианты: estos / esos / aquellos / aquel",esos,esos,Используйте este/ese/aquel в зависимости от расстояния.,active
demonstrativos_0004,demonstrativos,multiple_choice,Выбери правильный вариант,"¿Qué es _____? (вон то)
Варианты: esto / eso / aquello / este",aquello,aquello,Используйте este/ese/aquel в зависимости от расстояния.,active
demonstrativos_0005,demonstrativos,multiple_choice,Выбери правильный вариант,"Prefiero _____ camiseta (рядом со мной).
Варианты: esta / esa / aquella / estas",esta,esta,Используйте este/ese/aquel в зависимости от расстояния.,active
demonstrativos_0006,demonstrativos,multiple_choice,Выбери правильный вариант,"_____ libro es mío (рядом со мной).
Варианты: Este / Ese / Aquel / Estos",Este,Este,Используйте este/ese/aquel в зависимости от расстояния.,active
demonstrativos_0007,demonstrativos,multiple_choice,Выбери правильный вариант,"_____ casa está allí, en la montaña.
Варианты: Esta / Esa / Aquella / Estas",Aquella,Aquella,Используйте este/ese/aquel в зависимости от расстояния.,active
demonstrativos_0008,demonstrativos,multiple_choice,Выбери правильный вариант,"Quiero _____ zapatos (рядом с тобой).
Варианты: estos / esos / aquellos / aquel",esos,esos,Используйте este/ese/aquel в зависимости от расстояния.,active
demonstrativos_0009,demonstrativos,multiple_choice,Выбери правильный вариант,"¿Qué es _____? (вон то)
Варианты: esto / eso / aquello / este",aquello,aquello,Используйте este/ese/aquel в зависимости от расстояния.,active
demonstrativos_0010,demonstrativos,multiple_choice,Выбери правильный вариант,"Prefiero _____ camiseta (рядом со мной).
Варианты: esta / esa / aquella / estas",esta,esta,Используйте este/ese/aquel в зависимости от расстояния.,active
demonstrativos_0011,demonstrativos,multiple_choice,Выбери правильный вариант,"_____ libro es mío (рядом со мной).
Варианты: Este / Ese / Aquel / Estos",Este,Este,Используйте este/ese/aquel в зависимости от расстояния.,active
demonstrativos_0012,demonstrativos,multiple_choice,Выбери правильный вариант,"_____ casa está allí, en la montaña.
Варианты: Esta / Esa / Aquella / Estas",Aquella,Aquella,Используйте este/ese/aquel в зависимости от расстояния.,active
demonstrativos_0013,demonstrativos,multiple_choice,Выбери правильный вариант,"Quiero _____ zapatos (рядом с тобой).
Варианты: estos / esos / aquellos / aquel",esos,esos,Используйте este/ese/aquel в зависимости от расстояния.,active
demonstrativos_0014,demonstrativos,multiple_choice,Выбери правильный вариант,"¿Qué es _____? (вон то)
Варианты: esto / eso / aquello / este",aquello,aquello,Используйте este/ese/aquel в зависимости от расстояния.,active
demonstrativos_0015,demonstrativos,multiple_choice,Выбери правильный вариант,"Prefiero _____ camiseta (рядом со мной).
Варианты: esta / esa / aquella / estas",esta,esta,Используйте este/ese/aquel в зависимости от расстояния.,active
demonstrativos_0016,demonstrativos,multiple_choice,Выбери правильный вариант,"_____ libro es mío (рядом со мной).
Варианты: Este / Ese / Aquel / Estos",Este,Este,Используйте este/ese/aquel в зависимости от расстояния.,active
demonstrativos_0017,demonstrativos,multiple_choice,Выбери правильный вариант,"_____ casa está allí, en la montaña.
Варианты: Esta / Esa / Aquella / Estas",Aquella,Aquella,Используйте este/ese/aquel в зависимости от расстояния.,active
demonstrativos_0018,demonstrativos,multiple_choice,Выбери правильный вариант,"Quiero _____ zapatos (рядом с тобой).
Варианты: estos / esos / aquellos / aquel",esos,esos,Используйте este/ese/aquel в зависимости от расстояния.,active
demonstrativos_0019,demonstrativos,multiple_choice,Выбери правильный вариант,"¿Qué es _____? (вон то)
Варианты: esto / eso / aquello / este",aquello,aquello,Используйте este/ese/aquel в зависимости от расстояния.,active
demonstrativos_0020,demonstrativos,multiple_choice,Выбери правильный вариант,"Prefiero _____ camiseta (рядом со мной).
Варианты: esta / esa / aquella / estas",esta,esta,Используйте este/ese/aquel в зависимости от расстояния.,active
demonstrativos_0021,demonstrativos,multiple_choice,Выбери правильный вариант,"_____ libro es mío (рядом со мной).
Варианты: Este / Ese / Aquel / Estos",Este,Este,Используйте este/ese/aquel в зависимости от расстояния.,active
demonstrativos_0022,demonstrativos,multiple_choice,Выбери правильный вариант,"_____ casa está allí, en la montaña.
Варианты: Esta / Esa / Aquella / Estas",Aquella,Aquella,Используйте este/ese/aquel в зависимости от расстояния.,active
demonstrativos_0023,demonstrativos,multiple_choice,Выбери правильный вариант,"Quiero _____ zapatos (рядом с тобой).
Варианты: estos / esos / aquellos / aquel",esos,esos,Используйте este/ese/aquel в зависимости от расстояния.,active
demonstrativos_0024,demonstrativos,multiple_choice,Выбери правильный вариант,"¿Qué es _____? (вон то)
Варианты: esto / eso / aquello / este",aquello,aquello,Используйте este/ese/aquel в зависимости от расстояния.,active
demonstrativos_0025,demonstrativos,multiple_choice,Выбери правильный вариант,"Prefiero _____ camiseta (рядом со мной).
Варианты: esta / esa / aquella / estas",esta,esta,Используйте este/ese/aquel в зависимости от расстояния.,active
demonstrativos_0026,demonstrativos,fill_blank,Вставь пропущенное слово,Completa: ____ bolígrafo es mío. (рядом со мной),Este,Este,,active
demonstrativos_0027,demonstrativos,fill_blank,Вставь пропущенное слово,Completa: Me gustan ____ flores. (рядом с тобой),esas,esas,,active
demonstrativos_0028,demonstrativos,fill_blank,Вставь пропущенное слово,Completa: ____ montañas son preciosas. (далеко),Aquellas,Aquellas,,active
demonstrativos_0029,demonstrativos,fill_blank,Вставь пропущенное слово,Completa: ¿Qué es ____? (это здесь),esto,esto,,active
demonstrativos_0030,demonstrativos,fill_blank,Вставь пропущенное слово,Completa: No quiero ____ coche. (вон тот),aquel,aquel,,active
demonstrativos_0031,demonstrativos,fill_blank,Вставь пропущенное слово,Completa: ____ bolígrafo es mío. (рядом со мной),Este,Este,,active
demonstrativos_0032,demonstrativos,fill_blank,Вставь пропущенное слово,Completa: Me gustan ____ flores. (рядом с тобой),esas,esas,,active
demonstrativos_0033,demonstrativos,fill_blank,Вставь пропущенное слово,Completa: ____ montañas son preciosas. (далеко),Aquellas,Aquellas,,active
demonstrativos_0034,demonstrativos,fill_blank,Вставь пропущенное слово,Completa: ¿Qué es ____? (это здесь),esto,esto,,active
demonstrativos_0035,demonstrativos,fill_blank,Вставь пропущенное слово,Completa: No quiero ____ coche. (вон тот),aquel,aquel,,active
demonstrativos_0036,demonstrativos,fill_blank,Вставь пропущенное слово,Completa: ____ bolígrafo es mío. (рядом со мной),Este,Este,,active
demonstrativos_0037,demonstrativos,fill_blank,Вставь пропущенное слово,Completa: Me gustan ____ flores. (рядом с тобой),esas,esas,,active
demonstrativos_0038,demonstrativos,fill_blank,Вставь пропущенное слово,Completa: ____ montañas son preciosas. (далеко),Aquellas,Aquellas,,active
demonstrativos_0039,demonstrativos,fill_blank,Вставь пропущенное слово,Completa: ¿Qué es ____? (это здесь),esto,esto,,active
demonstrativos_0040,demonstrativos,fill_blank,Вставь пропущенное слово,Completa: No quiero ____ coche. (вон тот),aquel,aquel,,active
demonstrativos_0041,demonstrativos,fill_blank,Вставь пропущенное слово,Completa: ____ bolígrafo es mío. (рядом со мной),Este,Este,,active
demonstrativos_0042,demonstrativos,fill_blank,Вставь пропущенное слово,Completa: Me gustan ____ flores. (рядом с тобой),esas,esas,,active
demonstrativos_0043,demonstrativos,fill_blank,Вставь пропущенное слово,Completa: ____ montañas son preciosas. (далеко),Aquellas,Aquellas,,active
demonstrativos_0044,demonstrativos,fill_blank,Вставь пропущенное слово,Completa: ¿Qué es ____? (это здесь),esto,esto,,active
demonstrativos_0045,demonstrativos,fill_blank,Вставь пропущенное слово,Completa: No quiero ____ coche. (вон тот),aquel,aquel,,active
demonstrativos_0046,demonstrativos,fill_blank,Вставь пропущенное слово,Completa: ____ bolígrafo es mío. (рядом со мной),Este,Este,,active
demonstrativos_0047,demonstrativos,fill_blank,Вставь пропущенное слово,Completa: Me gustan ____ flores. (рядом с тобой),esas,esas,,active
demonstrativos_0048,demonstrativos,fill_blank,Вставь пропущенное слово,Completa: ____ montañas son preciosas. (далеко),Aquellas,Aquellas,,active
demonstrativos_0049,demonstrativos,fill_blank,Вставь пропущенное слово,Completa: ¿Qué es ____? (это здесь),esto,esto,,active
demonstrativos_0050,demonstrativos,fill_blank,Вставь пропущенное слово,Completa: No quiero ____ coche. (вон тот),aquel,aquel,,active
demonstrativos_0051,demonstrativos,correct_mistake,Исправь ошибку,Ese aquí es mi libro.,Este es mi libro.,Este es mi libro.,Согласуйте указательное местоимение по роду и числу.,active
demonstrativos_0052,demonstrativos,correct_mistake,Исправь ошибку,Aquello mesa es grande.,Aquella mesa es grande.,Aquella mesa es grande.,Согласуйте указательное местоимение по роду и числу.,active
demonstrativos_0053,demonstrativos,correct_mistake,Исправь ошибку,Esto coche es nuevo.,Este coche es nuevo.,Este coche es nuevo.,Согласуйте указательное местоимение по роду и числу.,active
