item_id,topic_id,spanish,russian,item_type,gender,number,tags,example_es,example_ru,accepted_answers_es,accepted_answers_ru,explanation,status
v1070,food_2,la salsa,соус,noun,f,singular,"food_2,a1",Me gusta la salsa.,Мне нравится соус.,salsa,соус,Базовая лексика по теме «Продукты».,active
v1071,food_2,la mayonesa,майонез,noun,f,singular,"food_2,a1",Me gusta la mayonesa.,Мне нравится майонез.,mayonesa,майонез,Базовая лексика по теме «Продукты».,active
v1072,food_2,la mostaza,горчица,noun,f,singular,"food_2,a1",Me gusta la mostaza.,Мне нравится горчица.,mostaza,горчица,Базовая лексика по теме «Продукты».,active
v1073,food_2,el ketchup,кетчуп,noun,m,singular,"food_2,a1",Me gusta el ketchup.,Мне нравится кетчуп.,ketchup,кетчуп,Базовая лексика по теме «Продукты».,active
v1074,food_2,el marisco,морепродукты,noun,m,singular,"food_2,a1",Me gusta el marisco.,Мне нравится морепродукты.,marisco,морепродукты,Базовая лексика по теме «Продукты».,active
v1075,food_2,el jamón,ветчина,noun,m,singular,"food_2,a1",Me gusta el jamón.,Мне нравится ветчина.,jamón,ветчина,Базовая лексика по теме «Продукты».,active
v1076,food_2,la salchicha,сосиска,noun,f,singular,"food_2,a1",Me gusta la salchicha.,Мне нравится сосиска.,salchicha,сосиска,Базовая лексика по теме «Продукты».,active
v1077,food_2,el tocino,бекон,noun,m,singular,"food_2,a1",Me gusta el tocino.,Мне нравится бекон.,tocino,бекон,Базовая лексика по теме «Продукты».,active
v1078,food_2,el atún,тунец,noun,m,singular,"food_2,a1",Me gusta el atún.,Мне нравится тунец.,atún,тунец,Базовая лексика по теме «Продукты».,active
v1079,food_2,el camarón,креветка,noun,m,singular,"food_2,a1",Me gusta el camarón.,Мне нравится креветка.,camarón,креветка,Базовая лексика по теме «Продукты».,active
v1080,food_2,el pulpo,осьминог,noun,m,singular,"food_2,a1",Me gusta el pulpo.,Мне нравится осьминог.,pulpo,осьминог,Базовая лексика по теме «Продукты».,active
v1081,food_2,el calamar,кальмар,noun,m,singular,"food_2,a1",Me gusta el calamar.,Мне нравится кальмар.,calamar,кальмар,Базовая лексика по теме «Продукты».,active
v1082,food_2,la tortilla,омлет,noun,f,singular,"food_2,a1",Me gusta la tortilla.,Мне нравится омлет.,tortilla,омлет,Базовая лексика по теме «Продукты».,active
v1083,food_2,el desayuno,завтрак,noun,m,singular,"food_2,a1",Me gusta el desayuno.,Мне нравится завтрак.,desayuno,завтрак,Базовая лексика по теме «Продукты».,active
v1084,food_2,el almuerzo,обед,noun,m,singular,"food_2,a1",Me gusta el almuerzo.,Мне нравится обед.,almuerzo,обед,Базовая лексика по теме «Продукты».,active
v1085,food_2,la cena,ужин,noun,f,singular,"food_2,a1",Me gusta la cena.,Мне нравится ужин.,cena,ужин,Базовая лексика по теме «Продукты».,active
v1086,food_2,el postre,десерт,noun,m,singular,"food_2,a1",Me gusta el postre.,Мне нравится десерт.,postre,десерт,Базовая лексика по теме «Продукты».,active
v1087,food_2,el bocadito,закуска,noun,m,singular,"food_2,a1",Me gusta el bocadito.,Мне нравится закуска.,bocadito,закуска,Базовая лексика по теме «Продукты».,active
v1088,food_2,el ingrediente,ингредиент,noun,m,singular,"food_2,a1",Me gusta el ingrediente.,Мне нравится ингредиент.,ingrediente,ингредиент,Базовая лексика по теме «Продукты».,active
v1089,food_2,la receta,рецепт,noun,f,singular,"food_2,a1",Me gusta la receta.,Мне нравится рецепт.,receta,рецепт,Базовая лексика по теме «Продукты».,active
v1090,food_2,la comida,еда,noun,f,singular,"food_2,a1",Me gusta la comida.,Мне нравится еда.,comida,еда,Базовая лексика по теме «Продукты».,active
v1091,food_2,la bebida,напиток,noun,f,singular,"food_2,a1",Me gusta la bebida.,Мне нравится напиток.,bebida,напиток,Базовая лексика по теме «Продукты».,active
v1092,personality,amable,добрый,adjective,,,"personality,a1",Siempre llega puntual.,Он всегда приходит вовремя.,amable,добрый,Базовая лексика по теме «Характер человека».,active
v1093,personality,simpático,приятный,adjective,,,"personality,a1",Mi amigo es muy trabajador.,Мой друг очень трудолюбивый.,simpático,приятный,Базовая лексика по теме «Характер человека».,active
v1094,personality,generoso,щедрый,adjective,,,"personality,a1",Hoy estoy cansado.,Сегодня я устал.,generoso,щедрый,Базовая лексика по теме «Характер человека».,active
v1095,personality,honesto,честный,adjective,,,"personality,a1",Nunca es egoísta.,Он никогда не бывает эгоистом.,honesto,честный,Базовая лексика по теме «Характер человека».,active
v1096,personality,inteligente,умный,adjective,,,"personality,a1",Pareces muy feliz.,Ты выглядишь очень счастливым.,inteligente,умный,Базовая лексика по теме «Характер человека».,active
v1097,personality,trabajador,трудолюбивый,adjective,,,"personality,a1",Es una persona muy amable.,Это очень добрый человек.,trabajador,трудолюбивый,Базовая лексика по теме «Характер человека».,active
v1098,personality,responsable,ответственный,adjective,,,"personality,a1",Siempre llega puntual.,Он всегда приходит вовремя.,responsable,ответственный,Базовая лексика по теме «Характер человека».,active
v1099,personality,tranquilo,спокойный,adjective,,,"personality,a1",Mi amigo es muy trabajador.,Мой друг очень трудолюбивый.,tranquilo,спокойный,Базовая лексика по теме «Характер человека».,active
v1100,personality,paciente,терпеливый,adjective,,,"personality,a1",Hoy estoy cansado.,Сегодня я устал.,paciente,терпеливый,Базовая лексика по теме «Характер человека».,active
v1101,personality,valiente,смелый,adjective,,,"personality,a1",Nunca es egoísta.,Он никогда не бывает эгоистом.,valiente,смелый,Базовая лексика по теме «Характер человека».,active
v1102,personality,alegre,весёлый,adjective,,,"personality,a1",Pareces muy feliz.,Ты выглядишь очень счастливым.,alegre,весёлый,Базовая лексика по теме «Характер человека».,active
v1103,personality,optimista,оптимистичный,adjective,,,"personality,a1",Es una persona muy amable.,Это очень добрый человек.,optimista,оптимистичный,Базовая лексика по теме «Характер человека».,active
v1104,personality,creativo,творческий,adjective,,,"personality,a1",Siempre llega puntual.,Он всегда приходит вовремя.,creativo,творческий,Базовая лексика по теме «Характер человека».,active
v1105,personality,educado,вежливый,adjective,,,"personality,a1",Mi amigo es muy trabajador.,Мой друг очень трудолюбивый.,educado,вежливый,Базовая лексика по теме «Характер человека».,active
v1106,personality,divertido,весёлый,adjective,,,"personality,a1",Hoy estoy cansado.,Сегодня я устал.,divertido,весёлый,Базовая лексика по теме «Характер человека».,active
v1107,personality,cariñoso,заботливый,adjective,,,"personality,a1",Nunca es egoísta.,Он никогда не бывает эгоистом.,cariñoso,заботливый,Базовая лексика по теме «Характер человека».,active
v1108,personality,humilde,скромный,adjective,,,"personality,a1",Pareces muy feliz.,Ты выглядишь очень счастливым.,humilde,скромный,Базовая лексика по теме «Характер человека».,active
v1109,personality,sociable,общительный,adjective,,,"personality,a1",Es una persona muy amable.,Это очень добрый человек.,sociable,общительный,Базовая лексика по теме «Характер человека».,active
v1110,personality,puntual,пунктуальный,adjective,,,"personality,a1",Siempre llega puntual.,Он всегда приходит вовремя.,puntual,пунктуальный,Базовая лексика по теме «Характер человека».,active
v1111,personality,activo,активный,adjective,,,"personality,a1",Mi amigo es muy trabajador.,Мой друг очень трудолюбивый.,activo,активный,Базовая лексика по теме «Характер человека».,active
v1112,personality,perezoso,ленивый,adjective,,,"personality,a1",Hoy estoy cansado.,Сегодня я устал.,perezoso,ленивый,Базовая лексика по теме «Характер человека».,active
v1113,personality,egoísta,эгоистичный,adjective,,,"personality,a1",Nunca es egoísta.,Он никогда не бывает эгоистом.,egoísta,эгоистичный,Базовая лексика по теме «Характер человека».,active
v1114,personality,mentiroso,лживый,adjective,,,"personality,a1",Pareces muy feliz.,Ты выглядишь очень счастливым.,mentiroso,лживый,Базовая лексика по теме «Характер человека».,active
v1115,personality,tímido,застенчивый,adjective,,,"personality,a1",Es una persona muy amable.,Это очень добрый человек.,tímido,застенчивый,Базовая лексика по теме «Характер человека».,active
v1116,personality,serio,серьёзный,adjective,,,"personality,a1",Siempre llega puntual.,Он всегда приходит вовремя.,serio,серьёзный,Базовая лексика по теме «Характер человека».,active
v1117,personality,nervioso,нервный,adjective,,,"personality,a1",Mi amigo es muy trabajador.,Мой друг очень трудолюбивый.,nervioso,нервный,Базовая лексика по теме «Характер человека».,active
v1118,personality,impaciente,нетерпеливый,adjective,,,"personality,a1",Hoy estoy cansado.,Сегодня я устал.,impaciente,нетерпеливый,Базовая лексика по теме «Характер человека».,active
v1119,personality,enfadado,сердитый,adjective,,,"personality,a1",Nunca es egoísta.,Он никогда не бывает эгоистом.,enfadado,сердитый,Базовая лексика по теме «Характер человека».,active
v1120,personality,orgulloso,гордый,adjective,,,"personality,a1",Pareces muy feliz.,Ты выглядишь очень счастливым.,orgulloso,гордый,Базовая лексика по теме «Характер человека».,active
v1121,personality,testarudo,упрямый,adjective,,,"personality,a1",Es una persona muy amable.,Это очень добрый человек.,testarudo,упрямый,Базовая лексика по теме «Характер человека».,active
v1122,personality,grosero,грубый,adjective,,,"personality,a1",Siempre llega puntual.,Он всегда приходит вовремя.,grosero,грубый,Базовая лексика по теме «Характер человека».,active
v1123,personality,antipático,неприятный,adjective,,,"personality,a1",Mi amigo es muy trabajador.,Мой друг очень трудолюбивый.,antipático,неприятный,Базовая лексика по теме «Характер человека».,active
v1124,personality,celoso,ревнивый,adjective,,,"personality,a1",Hoy estoy cansado.,Сегодня я устал.,celoso,ревнивый,Базовая лексика по теме «Характер человека».,active
v1125,personality,desordenado,неорганизованный,adjective,,,"personality,a1",Nunca es egoísta.,Он никогда не бывает эгоистом.,desordenado,неорганизованный,Базовая лексика по теме «Характер человека».,active
v1126,personality,irresponsable,безответственный,adjective,,,"personality,a1",Pareces muy feliz.,Ты выглядишь очень счастливым.,irresponsable,безответственный,Базовая лексика по теме «Характер человека».,active
v1127,personality,pesimista,пессимистичный,adjective,,,"personality,a1",Es una persona muy amable.,Это очень добрый человек.,pesimista,пессимистичный,Базовая лексика по теме «Характер человека».,active
v1128,personality,agresivo,агрессивный,adjective,,,"personality,a1",Siempre llega puntual.,Он всегда приходит вовремя.,agresivo,агрессивный,Базовая лексика по теме «Характер человека».,active
v1129,personality,callado,молчаливый,adjective,,,"personality,a1",Mi amigo es muy trabajador.,Мой друг очень трудолюбивый.,callado,молчаливый,Базовая лексика по теме «Характер человека».,active
v1130,personality,hablador,болтливый,adjective,,,"personality,a1",Hoy estoy cansado.,Сегодня я устал.,hablador,болтливый,Базовая лексика по теме «Характер человека».,active
v1131,personality,curioso,любопытный,adjective,,,"personality,a1",Nunca es egoísta.,Он никогда не бывает эгоистом.,curioso,любопытный,Базовая лексика по теме «Характер человека».,active
v1132,personality,cansado,уставший,adjective,,,"personality,a1",Pareces muy feliz.,Ты выглядишь очень счастливым.,cansado,уставший,Базовая лексика по теме «Характер человека».,active
v1133,personality,ocupado,занятый,adjective,,,"personality,a1",Es una persona muy amable.,Это очень добрый человек.,ocupado,занятый,Базовая лексика по теме «Характер человека».,active
v1134,personality,libre,свободный,adjective,,,"personality,a1",Siempre llega puntual.,Он всегда приходит вовремя.,libre,свободный,Базовая лексика по теме «Характер человека».,active
v1135,personality,feliz,счастливый,adjective,,,"personality,a1",Mi amigo es muy trabajador.,Мой друг очень трудолюбивый.,feliz,счастливый,Базовая лексика по теме «Характер человека».,active
v1136,personality,triste,грустный,adjective,,,"personality,a1",Hoy estoy cansado.,Сегодня я устал.,triste,грустный,Базовая лексика по теме «Характер человека».,active
v1137,personality,preocupado,обеспокоенный,adjective,,,"personality,a1",Nunca es egoísta.,Он никогда не бывает эгоистом.,preocupado,обеспокоенный,Базовая лексика по теме «Характер человека».,active
v1138,personality,sorprendido,удивлённый,adjective,,,"personality,a1",Pareces muy feliz.,Ты выглядишь очень счастливым.,sorprendido,удивлённый,Базовая лексика по теме «Характер человека».,active
v1139,personality,emocionado,взволнованный,adjective,,,"personality,a1",Es una persona muy amable.,Это очень добрый человек.,emocionado,взволнованный,Базовая лексика по теме «Характер человека».,active
v1140,personality,aburrido,скучающий,adjective,,,"personality,a1",Siempre llega puntual.,Он всегда приходит вовремя.,aburrido,скучающий,Базовая лексика по теме «Характер человека».,active
v1141,personality,relajado,расслабленный,adjective,,,"personality,a1",Mi amigo es muy trabajador.,Мой друг очень трудолюбивый.,relajado,расслабленный,Базовая лексика по теме «Характер человека».,active
v1142,personality,amigable,дружелюбный,adjective,,,"personality,a1",Hoy estoy cansado.,Сегодня я устал.,amigable,дружелюбный,Базовая лексика по теме «Характер человека».,active
v1143,personality,flexible,гибкий,adjective,,,"personality,a1",Nunca es egoísta.,Он никогда не бывает эгоистом.,flexible,гибкий,Базовая лексика по теме «Характер человека».,active
v1144,personality,fuerte,сильный,adjective,,,"personality,a1",Pareces muy feliz.,Ты выглядишь очень счастливым.,fuerte,сильный,Базовая лексика по теме «Характер человека».,active
v1145,personality,débil,слабый,adjective,,,"personality,a1",Es una persona muy amable.,Это очень добрый человек.,débil,слабый,Базовая лексика по теме «Характер человека».,active
v1146,personality,amable,любезный,adjective,,,"personality,a1",Siempre llega puntual.,Он всегда приходит вовремя.,amable,любезный,Базовая лексика по теме «Характер человека».,active
v1147,personality,ambicioso,амбициозный,adjective,,,"personality,a1",Mi amigo es muy trabajador.,Мой друг очень трудолюбивый.,ambicioso,амбициозный,Базовая лексика по теме «Характер человека».,active
v1148,personality,ordenado,организованный,adjective,,,"personality,a1",Hoy estoy cansado.,Сегодня я устал.,ordenado,организованный,Базовая лексика по теме «Характер человека».,active
v1149,personality,prudente,осторожный,adjective,,,"personality,a1",Nunca es egoísta.,Он никогда не бывает эгоистом.,prudente,осторожный,Базовая лексика по теме «Характер человека».,active
v1150,personality,sincero,искренний,adjective,,,"personality,a1",Pareces muy feliz.,Ты выглядишь очень счастливым.,sincero,искренний,Базовая лексика по теме «Характер человека».,active
v1151,personality,fiel,верный,adjective,,,"personality,a1",Es una persona muy amable.,Это очень добрый человек.,fiel,верный,Базовая лексика по теме «Характер человека».,active
v1152,city_places,la ciudad,город,noun,f,singular,"city,a1",Vamos a la ciudad.,Мы идём в: город.,la ciudad,город,Базовая лексика по теме «Места в городе».,active
v1153,city_places,el pueblo,деревня,noun,m,singular,"city,a1",Vamos a el pueblo.,Мы идём в: деревня.,el pueblo,деревня,Базовая лексика по теме «Места в городе».,active
v1154,city_places,la calle,улица,noun,f,singular,"city,a1",Vamos a la calle.,Мы идём в: улица.,la calle,улица,Базовая лексика по теме «Места в городе».,active
v1155,city_places,la avenida,проспект,noun,f,singular,"city,a1",Vamos a la avenida.,Мы идём в: проспект.,la avenida,проспект,Базовая лексика по теме «Места в городе».,active
v1156,city_places,la plaza,площадь,noun,f,singular,"city,a1",Vamos a la plaza.,Мы идём в: площадь.,la plaza,площадь,Базовая лексика по теме «Места в городе».,active
v1157,city_places,el parque,парк,noun,m,singular,"city,a1",Vamos a el parque.,Мы идём в: парк.,el parque,парк,Базовая лексика по теме «Места в городе».,active
v1158,city_places,el jardín,сад,noun,m,singular,"city,a1",Vamos a el jardín.,Мы идём в: сад.,el jardín,сад,Базовая лексика по теме «Места в городе».,active
v1159,city_places,la estación,станция,noun,f,singular,"city,a1",Vamos a la estación.,Мы идём в: станция.,la estación,станция,Базовая лексика по теме «Места в городе».,active
v1160,city_places,la parada de autobús,автобусная остановка,noun,f,singular,"city,a1",Vamos a la parada de autobús.,Мы идём в: автобусная остановка.,la parada de autobús,автобусная остановка,Базовая лексика по теме «Места в городе».,active
v1161,city_places,la estación de tren,железнодорожный вокзал,noun,f,singular,"city,a1",Vamos a la estación de tren.,Мы идём в: железнодорожный вокзал.,la estación de tren,железнодорожный вокзал,Базовая лексика по теме «Места в городе».,active
v1162,city_places,el aeropuerto,аэропорт,noun,m,singular,"city,a1",Vamos a el aeropuerto.,Мы идём в: аэропорт.,el aeropuerto,аэропорт,Базовая лексика по теме «Места в городе».,active
v1163,city_places,el metro,метро,noun,m,singular,"city,a1",Vamos a el metro.,Мы идём в: метро.,el metro,метро,Базовая лексика по теме «Места в городе».,active
v1164,city_places,el puente,мост,noun,m,singular,"city,a1",Vamos a el puente.,Мы идём в: мост.,el puente,мост,Базовая лексика по теме «Места в городе».,active
v1165,city_places,el semáforo,светофор,noun,m,singular,"city,a1",Vamos a el semáforo.,Мы идём в: светофор.,el semáforo,светофор,Базовая лексика по теме «Места в городе».,active
v1166,city_places,la acera,тротуар,noun,f,singular,"city,a1",Vamos a la acera.,Мы идём в: тротуар.,la acera,тротуар,Базовая лексика по теме «Места в городе».,active
v1167,city_places,el cruce,перекрёсток,noun,m,singular,"city,a1",Vamos a el cruce.,Мы идём в: перекрёсток.,el cruce,перекрёсток,Базовая лексика по теме «Места в городе».,active
v1168,city_places,la esquina,угол улицы,noun,f,singular,"city,a1",Vamos a la esquina.,Мы идём в: угол улицы.,la esquina,угол улицы,Базовая лексика по теме «Места в городе».,active
v1169,city_places,el aparcamiento,парковка,noun,m,singular,"city,a1",Vamos a el aparcamiento.,Мы идём в: парковка.,el aparcamiento,парковка,Базовая лексика по теме «Места в городе».,active
v1170,city_places,la gasolinera,заправка,noun,f,singular,"city,a1",Vamos a la gasolinera.,Мы идём в: заправка.,la gasolinera,заправка,Базовая лексика по теме «Места в городе».,active
v1171,city_places,el supermercado,супермаркет,noun,m,singular,"city,a1",Vamos a el supermercado.,Мы идём в: супермаркет.,el supermercado,супермаркет,Базовая лексика по теме «Места в городе».,active
v1172,city_places,la tienda,магазин,noun,f,singular,"city,a1",Vamos a la tienda.,Мы идём в: магазин.,la tienda,магазин,Базовая лексика по теме «Места в городе».,active
v1173,city_places,la panadería,пекарня,noun,f,singular,"city,a1",Vamos a la panadería.,Мы идём в: пекарня.,la panadería,пекарня,Базовая лексика по теме «Места в городе».,active
v1174,city_places,la carnicería,мясная лавка,noun,f,singular,"city,a1",Vamos a la carnicería.,Мы идём в: мясная лавка.,la carnicería,мясная лавка,Базовая лексика по теме «Места в городе».,active
v1175,city_places,la pescadería,рыбный магазин,noun,f,singular,"city,a1",Vamos a la pescadería.,Мы идём в: рыбный магазин.,la pescadería,рыбный магазин,Базовая лексика по теме «Места в городе».,active
v1176,city_places,la frutería,овощной и фруктовый магазин,noun,f,singular,"city,a1",Vamos a la frutería.,Мы идём в: овощной и фруктовый магазин.,la frutería,овощной и фруктовый магазин,Базовая лексика по теме «Места в городе».,active
v1177,city_places,la farmacia,аптека,noun,f,singular,"city,a1",Vamos a la farmacia.,Мы идём в: аптека.,la farmacia,аптека,Базовая лексика по теме «Места в городе».,active
v1178,city_places,el hospital,больница,noun,m,singular,"city,a1",Vamos a el hospital.,Мы идём в: больница.,el hospital,больница,Базовая лексика по теме «Места в городе».,active
v1179,city_places,la clínica,клиника,noun,f,singular,"city,a1",Vamos a la clínica.,Мы идём в: клиника.,la clínica,клиника,Базовая лексика по теме «Места в городе».,active
v1180,city_places,el banco,банк,noun,m,singular,"city,a1",Vamos a el banco.,Мы идём в: банк.,el banco,банк,Базовая лексика по теме «Места в городе».,active
v1181,city_places,la oficina de correos,почта,noun,f,singular,"city,a1",Vamos a la oficina de correos.,Мы идём в: почта.,la oficina de correos,почта,Базовая лексика по теме «Места в городе».,active
v1182,city_places,la biblioteca,библиотека,noun,f,singular,"city,a1",Vamos a la biblioteca.,Мы идём в: библиотека.,la biblioteca,библиотека,Базовая лексика по теме «Места в городе».,active
v1183,city_places,la escuela,школа,noun,f,singular,"city,a1",Vamos a la escuela.,Мы идём в: школа.,la escuela,школа,Базовая лексика по теме «Места в городе».,active
v1184,city_places,la universidad,университет,noun,f,singular,"city,a1",Vamos a la universidad.,Мы идём в: университет.,la universidad,университет,Базовая лексика по теме «Места в городе».,active
v1185,city_places,el museo,музей,noun,m,singular,"city,a1",Vamos a el museo.,Мы идём в: музей.,el museo,музей,Базовая лексика по теме «Места в городе».,active
v1186,city_places,el cine,кинотеатр,noun,m,singular,"city,a1",Vamos a el cine.,Мы идём в: кинотеатр.,el cine,кинотеатр,Базовая лексика по теме «Места в городе».,active
v1187,city_places,el teatro,театр,noun,m,singular,"city,a1",Vamos a el teatro.,Мы идём в: театр.,el teatro,театр,Базовая лексика по теме «Места в городе».,active
v1188,city_places,el restaurante,ресторан,noun,m,singular,"city,a1",Vamos a el restaurante.,Мы идём в: ресторан.,el restaurante,ресторан,Базовая лексика по теме «Места в городе».,active
v1189,city_places,el café,кафе,noun,m,singular,"city,a1",Vamos a el café.,Мы идём в: кафе.,el café,кафе,Базовая лексика по теме «Места в городе».,active
v1190,city_places,el bar,бар,noun,m,singular,"city,a1",Vamos a el bar.,Мы идём в: бар.,el bar,бар,Базовая лексика по теме «Места в городе».,active
v1191,city_places,el hotel,отель,noun,m,singular,"city,a1",Vamos a el hotel.,Мы идём в: отель.,el hotel,отель,Базовая лексика по теме «Места в городе».,active
v1192,city_places,la iglesia,церковь,noun,f,singular,"city,a1",Vamos a la iglesia.,Мы идём в: церковь.,la iglesia,церковь,Базовая лексика по теме «Места в городе».,active
v1193,city_places,el ayuntamiento,мэрия,noun,m,singular,"city,a1",Vamos a el ayuntamiento.,Мы идём в: мэрия.,el ayuntamiento,мэрия,Базовая лексика по теме «Места в городе».,active
v1194,city_places,la comisaría,полицейский участок,noun,f,singular,"city,a1",Vamos a la comisaría.,Мы идём в: полицейский участок.,la comisaría,полицейский участок,Базовая лексика по теме «Места в городе».,active
v1195,city_places,la oficina,офис,noun,f,singular,"city,a1",Vamos a la oficina.,Мы идём в: офис.,la oficina,офис,Базовая лексика по теме «Места в городе».,active
v1196,city_places,el edificio,здание,noun,m,singular,"city,a1",Vamos a el edificio.,Мы идём в: здание.,el edificio,здание,Базовая лексика по теме «Места в городе».,active
v1197,city_places,el ascensor,лифт,noun,m,singular,"city,a1",Vamos a el ascensor.,Мы идём в: лифт.,el ascensor,лифт,Базовая лексика по теме «Места в городе».,active
v1198,city_places,la entrada,вход,noun,f,singular,"city,a1",Vamos a la entrada.,Мы идём в: вход.,la entrada,вход,Базовая лексика по теме «Места в городе».,active
v1199,city_places,la salida,выход,noun,f,singular,"city,a1",Vamos a la salida.,Мы идём в: выход.,la salida,выход,Базовая лексика по теме «Места в городе».,active
v1200,city_places,la fuente,фонтан,noun,f,singular,"city,a1",Vamos a la fuente.,Мы идём в: фонтан.,la fuente,фонтан,Базовая лексика по теме «Места в городе».,active
v1201,city_places,el monumento,памятник,noun,m,singular,"city,a1",Vamos a el monumento.,Мы идём в: памятник.,el monumento,памятник,Базовая лексика по теме «Места в городе».,active
v1202,city_places,el centro comercial,торговый центр,noun,m,singular,"city,a1",Vamos a el centro comercial.,Мы идём в: торговый центр.,el centro comercial,торговый центр,Базовая лексика по теме «Места в городе».,active
v1203,city_places,el mercado,рынок,noun,m,singular,"city,a1",Vamos a el mercado.,Мы идём в: рынок.,el mercado,рынок,Базовая лексика по теме «Места в городе».,active
v1204,city_places,el estadio,стадион,noun,m,singular,"city,a1",Vamos a el estadio.,Мы идём в: стадион.,el estadio,стадион,Базовая лексика по теме «Места в городе».,active
v1205,city_places,el gimnasio,спортзал,noun,m,singular,"city,a1",Vamos a el gimnasio.,Мы идём в: спортзал.,el gimnasio,спортзал,Базовая лексика по теме «Места в городе».,active
v1206,city_places,la piscina,бассейн,noun,f,singular,"city,a1",Vamos a la piscina.,Мы идём в: бассейн.,la piscina,бассейн,Базовая лексика по теме «Места в городе».,active
v1207,city_places,la playa,пляж,noun,f,singular,"city,a1",Vamos a la playa.,Мы идём в: пляж.,la playa,пляж,Базовая лексика по теме «Места в городе».,active
v1208,city_places,el puerto,порт,noun,m,singular,"city,a1",Vamos a el puerto.,Мы идём в: порт.,el puerto,порт,Базовая лексика по теме «Места в городе».,active
v1209,city_places,la oficina de turismo,туристический офис,noun,f,singular,"city,a1",Vamos a la oficina de turismo.,Мы идём в: туристический офис.,la oficina de turismo,туристический офис,Базовая лексика по теме «Места в городе».,active
v1210,city_places,el paso de peatones,пешеходный переход,noun,m,singular,"city,a1",Vamos a el paso de peatones.,Мы идём в: пешеходный переход.,el paso de peatones,пешеходный переход,Базовая лексика по теме «Места в городе».,active
v1211,city_places,la carretera,шоссе,noun,f,singular,"city,a1",Vamos a la carretera.,Мы идём в: шоссе.,la carretera,шоссе,Базовая лексика по теме «Места в городе».,active
v1212,city_places,la autopista,автомагистраль,noun,f,singular,"city,a1",Vamos a la autopista.,Мы идём в: автомагистраль.,la autopista,автомагистраль,Базовая лексика по теме «Места в городе».,active
v1213,city_places,el túnel,туннель,noun,m,singular,"city,a1",Vamos a el túnel.,Мы идём в: туннель.,el túnel,туннель,Базовая лексика по теме «Места в городе».,active
v1214,city_places,la rotonda,круговое движение,noun,f,singular,"city,a1",Vamos a la rotonda.,Мы идём в: круговое движение.,la rotonda,круговое движение,Базовая лексика по теме «Места в городе».,active
v1215,city_places,el barrio,район,noun,m,singular,"city,a1",Vamos a el barrio.,Мы идём в: район.,el barrio,район,Базовая лексика по теме «Места в городе».,active
v1216,city_places,el centro,центр города,noun,m,singular,"city,a1",Vamos a el centro.,Мы идём в: центр города.,el centro,центр города,Базовая лексика по теме «Места в городе».,active
v1217,city_places,las afueras,окраина,noun,f,singular,"city,a1",Vamos a las afueras.,Мы идём в: окраина.,las afueras,окраина,Базовая лексика по теме «Места в городе».,active
v1218,city_places,el kiosco,киоск,noun,m,singular,"city,a1",Vamos a el kiosco.,Мы идём в: киоск.,el kiosco,киоск,Базовая лексика по теме «Места в городе».,active
v1219,city_places,la parada de taxi,стоянка такси,noun,f,singular,"city,a1",Vamos a la parada de taxi.,Мы идём в: стоянка такси.,la parada de taxi,стоянка такси,Базовая лексика по теме «Места в городе».,active
v1220,city_places,el cajero automático,банкомат,noun,m,singular,"city,a1",Vamos a el cajero automático.,Мы идём в: банкомат.,el cajero automático,банкомат,Базовая лексика по теме «Места в городе».,active
v1221,city_places,la embajada,посольство,noun,f,singular,"city,a1",Vamos a la embajada.,Мы идём в: посольство.,la embajada,посольство,Базовая лексика по теме «Места в городе».,active
v1222,appearance,alto,высокий,adjective,,,"appearance,a1",Es bastante alto para su edad.,Он довольно высокий для своего возраста.,alto;alta,высокий;высокая,Базовая лексика по теме «Внешность человека».,active
v1223,appearance,bajo,"низкий, невысокий",adjective,,,"appearance,a1","Mi hermano es bajo, pero muy fuerte.","Мой брат невысокий, но очень сильный.",bajo;baja,низкий;низкая;невысокий;невысокая,Базовая лексика по теме «Внешность человека».,active
v1224,appearance,de estatura media,среднего роста,adjective,,,"appearance,a1",Ella es de estatura media y tiene el pelo corto.,Она среднего роста и у неё короткие волосы.,de estatura media,среднего роста,Базовая лексика по теме «Внешность человека».,active
v1225,appearance,delgado,"худой, стройный",adjective,,,"appearance,a1",Carlos es delgado y corre todos los días.,Карлос стройный и бегает каждый день.,delgado;delgada,худой;худая;стройный;стройная,Базовая лексика по теме «Внешность человека».,active
v1226,appearance,gordo,"полный, толстый",adjective,,,"appearance,a1",El gato está un poco gordo.,Кот немного толстый.,gordo;gorda,полный;полная;толстый;толстая,Базовая лексика по теме «Внешность человека».,active
v1227,appearance,fuerte,сильный,adjective,,,"appearance,a1",Mi padre es fuerte y levanta cajas pesadas.,Мой отец сильный и поднимает тяжёлые коробки.,fuerte,сильный;сильная,Базовая лексика по теме «Внешность человека».,active
v1228,appearance,débil,слабый,adjective,,,"appearance,a1",Después de la gripe me siento débil.,После гриппа я чувствую себя слабым.,débil,слабый;слабая,Базовая лексика по теме «Внешность человека».,active
v1229,appearance,musculoso,мускулистый,adjective,,,"appearance,a1",El entrenador es muy musculoso.,Тренер очень мускулистый.,musculoso;musculosa,мускулистый;мускулистая,Базовая лексика по теме «Внешность человека».,active
v1230,appearance,atlético,спортивный,adjective,,,"appearance,a1",Tiene un cuerpo atlético.,У него спортивное тело.,atlético;atlética,спортивный;спортивная,Базовая лексика по теме «Внешность человека».,active
